sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,review_flags,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryLocation_position_goalkeeper,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryLocation_position_goalkeeper_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryLocation_position_goalkeeper_incidence,,18121.42,0.84,0.84,,,,,injuryLocation_position_goalkeeper_incidence,,,,,goalkeeper,,injuryLocation_position_goalkeeper,incidence,0.84,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,15.2219928,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryTissueType_bone,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_bone_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryTissueType_bone_incidence,,18121.42,0.17,0.17,,,,,injuryTissueType_bone_incidence,,bone,,,,,injuryTissueType_bone,incidence,0.17,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,3.0806414,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryTissueType_ligament_joint_capsule,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_ligament_joint_capsule_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,,18121.42,2.1,2.1,,,,,injuryTissueType_ligament_joint_capsule_incidence,,ligament joint capsule,,,,,injuryTissueType_ligament_joint_capsule,incidence,2.1,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,38.054982,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryTissueType_muscle_tendon,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_muscle_tendon_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryTissueType_muscle_tendon_incidence,,18121.42,2.65,2.65,,,,,injuryTissueType_muscle_tendon_incidence,,muscle tendon,,,,,injuryTissueType_muscle_tendon,incidence,2.65,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,48.021763,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryTissueType_non_specific_tissue,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_non_specific_tissue_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryTissueType_non_specific_tissue_incidence,,18121.42,0,0,,,,,injuryTissueType_non_specific_tissue_incidence,,non specific tissue,,,,,injuryTissueType_non_specific_tissue,incidence,0,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,0,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
567,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 5,overall,injuryTissueType_superficial_contusion,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_superficial_contusion_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,567:incidence:overall:injuryTissueType_superficial_contusion_incidence,,18121.42,0.61,0.61,,,,,injuryTissueType_superficial_contusion_incidence,,superficial contusion,,,,,injuryTissueType_superficial_contusion,incidence,0.61,,567,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,11.0540662,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,69,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,568:incidence:overall:main,61,7233.83,8.43,8.43,8.4326007108,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,8.43,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,,,,,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryLocation_position_attacker,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryLocation_position_attacker_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryLocation_position_attacker_incidence,,7233.83,3.73,3.73,,,,,injuryLocation_position_attacker_incidence,,,,,attacker,,injuryLocation_position_attacker,incidence,3.73,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,26.9821859,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryLocation_position_goalkeeper,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryLocation_position_goalkeeper_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryLocation_position_goalkeeper_incidence,,7233.83,0.24,0.24,,,,,injuryLocation_position_goalkeeper_incidence,,,,,goalkeeper,,injuryLocation_position_goalkeeper,incidence,0.24,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,1.7361192,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryTissueType_bone,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_bone_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryTissueType_bone_incidence,,7233.83,0.41,0.41,,,,,injuryTissueType_bone_incidence,,bone,,,,,injuryTissueType_bone,incidence,0.41,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,2.9658703,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryTissueType_ligament_joint_capsule,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_ligament_joint_capsule_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,,7233.83,3.04,3.04,,,,,injuryTissueType_ligament_joint_capsule_incidence,,ligament joint capsule,,,,,injuryTissueType_ligament_joint_capsule,incidence,3.04,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,21.9908432,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryTissueType_muscle_tendon,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_muscle_tendon_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryTissueType_muscle_tendon_incidence,,7233.83,4.42,4.42,,,,,injuryTissueType_muscle_tendon_incidence,,muscle tendon,,,,,injuryTissueType_muscle_tendon,incidence,4.42,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,31.9735286,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryTissueType_non_specific_tissue,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_non_specific_tissue_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryTissueType_non_specific_tissue_incidence,,7233.83,0.14,0.14,,,,,injuryTissueType_non_specific_tissue_incidence,,non specific tissue,,,,,injuryTissueType_non_specific_tissue,incidence,0.14,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,1.0127362,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
568,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 6,overall,injuryTissueType_superficial_contusion,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,source CSV: injuryTissueType_superficial_contusion_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,568:incidence:overall:injuryTissueType_superficial_contusion_incidence,,7233.83,0.28,0.28,,,,,injuryTissueType_superficial_contusion_incidence,,superficial contusion,,,,,injuryTissueType_superficial_contusion,incidence,0.28,,568,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,approximate_count_from_reported_rate,,2.0254724,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,29,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
569,S339,S339,Epidemiology of injuries in young Spanish soccer players according to the playing positions,,S339,Row 7,overall,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,,,Elite/sub-elite,Spain,Football,"injuries per 1,000 hours of exposure",,hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,569:incidence:overall:main,,,3.82,3.82,,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,3.82,,569,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,multiple_rows_same_paper_relation_unresolved,pending,S339:multiple_rows,,,,,,false,,,,,full season,,1,prospective cohort,,,,Time loss,time-loss,,,,"major (more than 28 days), moderate (7-28 days), mild (4-7 days) and minor (1-3 days)",,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
571,S3407,S3407,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,10.1016/j.ptsp.2025.04.005,S3407,Intervention,overall,all_injuries_scope_review,time loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,England,Football,time-loss injuries per 1000 player-hours,,player-hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,571:incidence:overall:main,50,4964.3,10.1,10.1,10.0719134621,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,10.1,,571,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,multiple_rows_same_paper_relation_unresolved,pending,S3407:multiple_rows,,,,,,false,14,,46,,2021/2022 season; 6 months,,1,randomised controlled trial,Intervention,Yes,,Time loss,time loss,,medical staff,,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (10),muscle (15),,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
571,S3407,S3407,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,10.1016/j.ptsp.2025.04.005,S3407,Intervention,match,all_injuries_scope_review,time loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,England,Football,time-loss injuries per 1000 player-hours,,player-hours,source construction requires review,,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,571:incidence:match:main,24,,22.27,22.27,,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,22.27,,571,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,pending,multiple_rows_same_paper_relation_unresolved,pending,S3407:multiple_rows,,approximate_hours_from_reported_rate,1077.6829815896,,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,14,,46,,2021/2022 season; 6 months,,1,randomised controlled trial,Intervention,Yes,,Time loss,time loss,,medical staff,,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (10),muscle (15),,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
572,S3407,S3407,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,10.1016/j.ptsp.2025.04.005,S3407,Control,overall,all_injuries_scope_review,time loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,England,Football,time-loss injuries per 1000 player-hours,,player-hours,source construction requires review,,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,572:incidence:overall:main,45,4952.25,9.07,9.07,9.0867787369,,,injuryTotalCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,9.07,,572,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,multiple_rows_same_paper_relation_unresolved,pending,S3407:multiple_rows,,,,,,false,13,,47,,2021/2022 season; 6 months,,1,randomised controlled trial,Control,Yes,,Time loss,time loss,,medical staff,,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,knee (11),muscle (14),,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
572,S3407,S3407,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,10.1016/j.ptsp.2025.04.005,S3407,Control,match,all_injuries_scope_review,time loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,England,Football,time-loss injuries per 1000 player-hours,,player-hours,source construction requires review,,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,572:incidence:match:main,23,,20.41,20.41,,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,20.41,,572,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,pending,multiple_rows_same_paper_relation_unresolved,pending,S3407:multiple_rows,,approximate_hours_from_reported_rate,1126.8985791279,,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,13,,47,,2021/2022 season; 6 months,,1,randomised controlled trial,Control,Yes,,Time loss,time loss,,medical staff,,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,knee (11),muscle (14),,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
